306,112,1,3,0,2
292,113,0,2,1,3
486,114,3,1,0,2
291,115,1,3,0,2
265,116,1,0,2,3
264,117,1,0,2,3
417,118,0,2,3,1
279,119,3,2,0,1
359,120,1,3,0,2
263,121,3,2,0,1
269,122,1,0,2,3
453,123,0,3,2,1
431,124,2,3,1,0
372,125,0,2,1,3
357,126,0,2,1,3
485,127,0,2,3,1
297,128,2,0,3,1
328,129,1,0,2,3
488,130,1,0,2,3
274,131,3,2,0,1
476,132,3,0,1,2
293,133,0,2,1,3
481,134,0,2,3,1
487,135,3,1,0,2
316,136,2,0,3,1
438,137,3,1,0,2
302,138,3,1,2,0
340,139,0,1,3,2
501,140,0,2,3,1
294,141,1,3,0,2
298,142,3,1,2,0
312,143,2,0,3,1
445,144,1,0,2,3
300,145,2,0,3,1
505,146,1,0,2,3
305,147,0,2,1,3
281,148,1,0,2,3
280,149,1,0,2,3
299,150,3,1,2,0
490,151,2,3,1,0
285,152,1,0,2,3
282,153,2,3,1,0
289,154,0,2,1,3
303,155,3,1,2,0
304,156,0,2,1,3
278,157,3,2,0,1
499,158,3,1,0,2
315,159,3,1,2,0
498,160,3,1,0,2
421,161,0,2,3,1
450,162,2,1,0,3
363,163,3,1,2,0
350,164,2,3,1,0
348,165,1,0,2,3
319,166,3,1,2,0
413,167,3,0,1,2
426,168,2,3,1,0
495,169,2,3,1,0
451,170,2,1,0,3
402,171,2,1,0,3
335,172,2,3,1,0
510,173,2,3,1,0
509,174,1,0,2,3
390,175,2,1,0,3
368,176,0,2,1,3
345,177,1,0,2,3
418,178,3,1,0,2
442,179,2,3,1,0
463,180,1,2,3,0
323,181,3,2,0,1
382,182,3,1,2,0
387,183,2,1,0,3
446,184,2,3,1,0
414,185,1,2,3,0
369,186,0,2,1,3
465,187,0,3,2,1
468,188,0,3,2,1
467,189,2,1,0,3
493,190,1,0,2,3
400,191,0,3,2,1
383,192,3,1,2,0
337,193,0,1,3,2
439,194,3,1,0,2
351,195,2,3,1,0
330,196,2,3,1,0
482,197,3,1,0,2
354,198,1,3,0,2
405,199,0,3,2,1
388,200,0,3,2,1
452,201,0,3,2,1
422,202,3,1,0,2
449,203,0,3,2,1
479,204,1,2,3,0
367,205,3,1,2,0
425,206,1,0,2,3
398,207,1,2,3,0
374,208,1,3,0,2
411,209,1,2,3,0
326,210,3,2,0,1
346,211,2,3,1,0
473,212,3,0,1,2
406,213,2,1,0,3
385,214,0,3,2,1
378,215,3,1,2,0
342,216,3,2,0,1
459,217,1,2,3,0
325,218,0,1,3,2
395,219,1,2,3,0
384,220,0,3,2,1
393,221,3,0,1,2
344,222,1,0,2,3
407,223,2,1,0,3
409,224,3,0,1,2
331,225,2,3,1,0
401,226,0,3,2,1
466,227,2,1,0,3
391,228,2,1,0,3
460,229,3,0,1,2
410,230,1,2,3,0
478,231,1,2,3,0
462,232,1,2,3,0
415,233,1,2,3,0
424,234,1,0,2,3
420,235,0,2,3,1
461,236,3,0,1,2
440,237,1,0,2,3
475,238,1,2,3,0
441,239,1,0,2,3
419,240,3,1,0,2
508,241,1,0,2,3
448,242,0,3,2,1
502,243,3,1,0,2
503,244,3,1,0,2
336,245,0,1,3,2
435,246,3,1,0,2
428,247,1,0,2,3
429,248,1,0,2,3
352,249,0,2,1,3
436,250,0,2,3,1
427,251,2,3,1,0
506,252,2,3,1,0
434,253,3,1,0,2
432,254,0,2,3,1
66,255,3,2,0,1
138,256,1,2,3,0
28,257,1,0,2,3
218,258,1,2,3,0
65,259,0,1,3,2
106,260,3,1,2,0
51,261,1,3,0,2
200,262,3,0,1,2
62,263,3,1,2,0
177,264,0,2,3,1
19,265,3,2,0,1
14,266,2,3,1,0
133,267,0,3,2,1
16,268,0,1,3,2
130,269,2,1,0,3
71,270,3,2,0,1
152,271,3,0,1,2
174,272,2,3,1,0
185,273,1,0,2,3
224,274,0,2,3,1
31,275,2,3,1,0
187,276,2,3,1,0
123,277,3,1,2,0
83,278,3,2,0,1
124,279,2,0,3,1
136,280,3,0,1,2
163,281,3,1,0,2
216,282,3,0,1,2
252,283,1,0,2,3
91,284,2,3,1,0
192,285,0,3,2,1
248,286,1,0,2,3
54,287,1,3,0,2
181,288,0,2,3,1
246,289,3,1,0,2
238,290,2,3,1,0
199,291,2,1,0,3
80,292,0,1,3,2
167,293,3,1,0,2
179,294,3,1,0,2
191,295,2,3,1,0
143,296,1,2,3,0
228,297,0,2,3,1
188,298,1,0,2,3
147,299,2,1,0,3
34,300,1,3,0,2
241,301,0,2,3,1
109,302,2,0,3,1
68,303,0,1,3,2
227,304,3,1,0,2
57,305,2,0,3,1
99,306,1,3,0,2
251,307,2,3,1,0
1,308,0,1,3,2
78,309,2,3,1,0
172,310,1,0,2,3
64,311,0,1,3,2
173,312,1,0,2,3
20,313,0,1,3,2
82,314,3,2,0,1
76,315,1,0,2,3
73,316,1,0,2,3
5,317,0,1,3,2
202,318,1,2,3,0
10,319,2,3,1,0
11,320,2,3,1,0
27,321,2,3,1,0
160,322,0,2,3,1
208,323,0,3,2,1
52,324,0,2,1,3
148,325,0,3,2,1
140,326,3,0,1,2
77,327,1,0,2,3
39,328,1,3,0,2
97,329,0,2,1,3
114,330,1,3,0,2
156,331,3,0,1,2
40,332,2,0,3,1
201,333,3,0,1,2
45,334,2,0,3,1
3,335,3,2,0,1
15,336,2,3,1,0
120,337,2,0,3,1
100,338,0,2,1,3
110,339,3,1,2,0
53,340,0,2,1,3
32,341,0,2,1,3
233,342,1,0,2,3
115,343,1,3,0,2
58,344,3,1,2,0
244,345,0,2,3,1
141,346,3,0,1,2
55,347,1,3,0,2
236,348,1,0,2,3
2,349,3,2,0,1
235,350,2,3,1,0
4,351,0,1,3,2
198,352,2,1,0,3
240,353,0,2,3,1
105,354,2,0,3,1
6,355,3,2,0,1
12,356,1,0,2,3
30,357,2,3,1,0
104,358,2,0,3,1
17,359,0,1,3,2
214,360,2,1,0,3
108,361,2,0,3,1
21,362,0,1,3,2
61,363,2,0,3,1
121,364,2,0,3,1
102,365,1,3,0,2
50,366,1,3,0,2
36,367,0,2,1,3
230,368,3,1,0,2
35,369,1,3,0,2
9,370,1,0,2,3
8,371,1,0,2,3
161,372,0,2,3,1
23,373,3,2,0,1
103,374,1,3,0,2
7,375,3,2,0,1
13,376,1,0,2,3
197,377,0,3,2,1
175,378,2,3,1,0
116,379,0,2,1,3
101,380,0,2,1,3
229,381,0,2,3,1
41,382,2,0,3,1
72,383,1,0,2,3
232,384,1,0,2,3
18,385,3,2,0,1
220,386,3,0,1,2
37,387,0,2,1,3
225,388,0,2,3,1
231,389,3,1,0,2
60,390,2,0,3,1
182,391,3,1,0,2
46,392,3,1,2,0
84,393,0,1,3,2
96,394,0,2,1,3
38,395,1,3,0,2
42,396,3,1,2,0
56,397,2,0,3,1
189,398,1,0,2,3
44,399,2,0,3,1
249,400,1,0,2,3
49,401,0,2,1,3
25,402,1,0,2,3
24,403,1,0,2,3
43,404,3,1,2,0
234,405,2,3,1,0
29,406,1,0,2,3
26,407,2,3,1,0
33,408,0,2,1,3
47,409,3,1,2,0
48,410,0,2,1,3
22,411,3,2,0,1
243,412,3,1,0,2
59,413,3,1,2,0
242,414,3,1,0,2
165,415,0,2,3,1
194,416,2,1,0,3
107,417,3,1,2,0
94,418,2,3,1,0
92,419,1,0,2,3
63,420,3,1,2,0
157,421,3,0,1,2
170,422,2,3,1,0
239,423,2,3,1,0
195,424,2,1,0,3
146,425,2,1,0,3
79,426,2,3,1,0
254,427,2,3,1,0
180,428,0,2,3,1
134,429,2,1,0,3
112,430,0,2,1,3
89,431,1,0,2,3
162,432,3,1,0,2
186,433,2,3,1,0
207,434,1,2,3,0
67,435,3,2,0,1
126,436,3,1,2,0
131,437,2,1,0,3
190,438,2,3,1,0
158,439,1,2,3,0
113,440,0,2,1,3
209,441,0,3,2,1
212,442,0,3,2,1
211,443,2,1,0,3
237,444,1,0,2,3
144,445,0,3,2,1
171,446,2,3,1,0
81,447,0,1,3,2
183,448,3,1,0,2
250,449,2,3,1,0
74,450,2,3,1,0
226,451,3,1,0,2
98,452,1,3,0,2
149,453,0,3,2,1
132,454,0,3,2,1
196,455,0,3,2,1
166,456,3,1,0,2
193,457,0,3,2,1
178,458,3,1,0,2
111,459,3,1,2,0
169,460,1,0,2,3
142,461,1,2,3,0
118,462,1,3,0,2
155,463,1,2,3,0
70,464,3,2,0,1
90,465,2,3,1,0
217,466,3,0,1,2
150,467,2,1,0,3
129,468,0,3,2,1
122,469,3,1,2,0
86,470,3,2,0,1
203,471,1,2,3,0
69,472,0,1,3,2
139,473,1,2,3,0
128,474,0,3,2,1
137,475,3,0,1,2
88,476,1,0,2,3
151,477,2,1,0,3
153,478,3,0,1,2
75,479,2,3,1,0
145,480,0,3,2,1
210,481,2,1,0,3
135,482,2,1,0,3
204,483,3,0,1,2
154,484,1,2,3,0
222,485,1,2,3,0
206,486,1,2,3,0
159,487,1,2,3,0
168,488,1,0,2,3
164,489,0,2,3,1
205,490,3,0,1,2
184,491,1,0,2,3
219,492,1,2,3,0
176,493,0,2,3,1
221,494,3,0,1,2
93,495,1,0,2,3
125,496,2,0,3,1
215,497,2,1,0,3
85,498,0,1,3,2
119,499,1,3,0,2
87,500,3,2,0,1
213,501,0,3,2,1
117,502,0,2,1,3
245,503,0,2,3,1
253,504,1,0,2,3
127,505,3,1,2,0
95,506,2,3,1,0
223,507,1,2,3,0
247,508,3,1,0,2
